5.03977e-10	4.33501e-05	0.000102084
0.000152508	0.000179791	0.000179791
0.00015788	0.00012538	9.48945e-05
7.59974e-05	7.25185e-05	8.20583e-05
9.75984e-05	0.000110443	0.000113371
0.000102934	8.0203e-05	4.98801e-05
1.82277e-05	-9.35518e-06	-3.0236e-05
-4.53049e-05	-5.84149e-05	-7.48073e-05
-9.91589e-05	-0.000133977	-0.000178893
-0.000231044	-0.000286336	-0.000341072
-0.000393333	-0.000443627	-0.000494612
-0.000550044	-0.000613386	-0.000686595
-0.000769534	-0.000860175	-0.000955503
-0.00105272	-0.00115035	-0.00124873
-0.00134988	-0.00145675	-0.00157207
-0.00169744	-0.0018328	-0.00197659
-0.0021264	-0.00227999	-0.00243611
-0.00259501	-0.0027583	-0.00292833
-0.00310734	-0.00329662	-0.0034961
-0.00370446	-0.00391963	-0.00413967
-0.00436342	-0.00459099	-0.00482362
-0.00506316	-0.0053114	-0.00556931
-0.00583669	-0.00611226	-0.00639409
-0.0066803	-0.00696972	-0.0072622
-0.00755857	-0.00786024	-0.00816849
-0.00848394	-0.00880619	-0.00913385
-0.00946501	-0.00979775	-0.0101308
-0.0104638	-0.0107971	-0.0111319
-0.011469	-0.0118087	-0.0121505
-0.0124931	-0.0128345	-0.0131729
-0.013507	-0.0138365	-0.0141616
-0.0144832	-0.014802	-0.0151184
-0.0154317	-0.0157409	-0.0160442
-0.0163401	-0.0166273	-0.0169055
-0.0171751	-0.0174369	-0.0176915
-0.0179394	-0.0181799	-0.0184122
-0.0186347	-0.0188459	-0.0190448
-0.0192312	-0.0194053	-0.0195679
-0.0197196	-0.0198607	-0.0199909
-0.0201092	-0.0202142	-0.0203045
-0.0203794	-0.0204384	-0.020482
-0.0205107	-0.0205252	-0.0205258
-0.0205122	-0.0204834	-0.0204384
-0.0203758	-0.0202949	-0.0201954
-0.0200777	-0.0199424	-0.0197901
-0.0196213	-0.0194355	-0.019232
-0.0190099	-0.018768	-0.0185057
-0.0182227	-0.0179196	-0.0175969
-0.0172553	-0.0168952	-0.0165165
-0.0161185	-0.0157003	-0.015261
-0.0148002	-0.0143177	-0.0138141
-0.0132899	-0.012746	-0.0121828
-0.0116004	-0.0109981	-0.0103753
-0.0097313	-0.00906571	-0.0083786
-0.0076705	-0.00694223	-0.00619458
-0.00542811	-0.00464291	-0.00383868
-0.00301489	-0.002171	-0.00130678
-0.000422436	0.000481394	0.00140382
0.00234394	0.00330111	0.00427509
0.00526603	0.0062743	0.00730025
0.00834397	0.00940511	0.010483
0.0115765	0.0126848	0.0138071
0.014943	0.0160925	0.0172558
0.0184332	0.0196246	0.0208295
0.022047	0.0232762	0.024516
0.0257655	0.0270244	0.0282923
0.0295695	0.0308559	0.0321514
0.0334555	0.0347673	0.0360855
0.0374092	0.0387374	0.0400696
0.0414055	0.042745	0.0440882
0.0454347	0.046784	0.0481351
0.0494868	0.050838	0.0521877
0.0535353	0.0548806	0.0562233
0.0575634	0.0589004	0.0602338
0.0615626	0.0628856	0.0642017
0.0655098	0.0668094	0.0681
0.0693816	0.0706539	0.0719165
0.0731688	0.0744098	0.0756383
0.0768533	0.0780538	0.079239
0.0804087	0.0815627	0.0827007
0.0838224	0.0849271	0.0860139
0.0870817	0.0881295	0.0891562
0.0901612	0.0911443	0.0921053
0.0930439	0.0939598	0.0948525
0.095721	0.0965643	0.0973814
0.0981715	0.098934	0.0996686
0.100375	0.101054	0.101704
0.102325	0.102916	0.103477
0.104006	0.104502	0.104966
0.105397	0.105795	0.10616
0.106491	0.106789	0.107052
0.107281	0.107473	0.107628
0.107747	0.107828	0.107873
0.10788	0.107851	0.107784
0.107679	0.107536	0.107353
0.107131	0.106869	0.106567
0.106225	0.105844	0.105424
0.104963	0.104463	0.103922
0.10334	0.102717	0.102053
0.101347	0.1006	0.0998132
0.0989855	0.0981174	0.0972087
0.0962589	0.095268	0.0942356
0.0931619	0.0920473	0.090892
0.0896966	0.0884614	0.0871865
0.0858719	0.0845176	0.0831233
0.0816891	0.0802153	0.0787022
0.0771506	0.0755609	0.0739336
0.0722691	0.0705675	0.0688289
0.0670532	0.0652408	0.063392
0.0615075	0.0595879	0.0576339
0.0556462	0.0536253	0.0515714
0.0494849	0.0473658	0.0452147
0.043032	0.0408186	0.0385751
0.0363025	0.0340016	0.0316729
0.029317	0.0269341	0.0245248
0.0220895	0.0196288	0.0171435
0.0146346	0.0121033	0.00955058
0.00697792	0.00438676	0.00177879
-0.000844067	-0.0034797	-0.00612588
-0.00878043	-0.0114414	-0.0141073
-0.016777	-0.0194499	-0.0221256
-0.0248041	-0.0274848	-0.0301674
-0.032851	-0.0355343	-0.0382161
-0.0408953	-0.0435707	-0.0462417
-0.0489079	-0.0515688	-0.0542242
-0.0568736	-0.0595161	-0.062151
-0.064777	-0.0673931	-0.0699986
-0.0725926	-0.0751748	-0.0777449
-0.0803026	-0.0828474	-0.0853787
-0.0878957	-0.0903974	-0.0928829
-0.0953515	-0.0978026	-0.100236
-0.102651	-0.105047	-0.107425
-0.109784	-0.112123	-0.114441
-0.116737	-0.119011	-0.121262
-0.123491	-0.125696	-0.127878
-0.130036	-0.13217	-0.134279
-0.136363	-0.138421	-0.140452
-0.142456	-0.144433	-0.146382
-0.148304	-0.150199	-0.152065
-0.153903	-0.155712	-0.157491
-0.15924	-0.160958	-0.162646
-0.164303	-0.16593	-0.167526
-0.169091	-0.170624	-0.172126
-0.173595	-0.175032	-0.176435
-0.177805	-0.179143	-0.180447
-0.181719	-0.182957	-0.184162
-0.185332	-0.186469	-0.187571
-0.188638	-0.189671	-0.190669
-0.191632	-0.192561	-0.193456
-0.194315	-0.19514	-0.195929
-0.196683	-0.197401	-0.198083
-0.19873	-0.199342	-0.199918
-0.20046	-0.200966	-0.201436
-0.201871	-0.202269	-0.202632
-0.202959	-0.20325	-0.203506
-0.203727	-0.203913	-0.204063
-0.204178	-0.204258	-0.204302
-0.20431	-0.204283	-0.204221
-0.204124	-0.203992	-0.203826
-0.203626	-0.20339	-0.203121
-0.202816	-0.202477	-0.202103
-0.201695	-0.201254	-0.200779
-0.20027	-0.199729	-0.199154
-0.198546	-0.197904	-0.197229
-0.196521	-0.195781	-0.195009
-0.194204	-0.193368	-0.192501
-0.191602	-0.190671	-0.189709
-0.188715	-0.18769	-0.186635
-0.18555	-0.184435	-0.18329
-0.182115	-0.180912	-0.179678
-0.178416	-0.177124	-0.175804
-0.174455	-0.173078	-0.171674
-0.170243	-0.168785	-0.167299
-0.165787	-0.164248	-0.162682
-0.16109	-0.159473	-0.15783
-0.156162	-0.15447	-0.152753
-0.151012	-0.149247	-0.147458
-0.145645	-0.143809	-0.14195
-0.140068	-0.138165	-0.136239
-0.134293	-0.132324	-0.130335
-0.128324	-0.126293	-0.124242
-0.12217	-0.120079	-0.117969
-0.115841	-0.113694	-0.111528
-0.109345	-0.107143	-0.104924
-0.102688	-0.100435	-0.0981651
-0.0958798	-0.093579	-0.0912628
-0.0889315	-0.0865851	-0.0842241
-0.0818486	-0.079459	-0.077056
-0.0746398	-0.072211	-0.0697698
-0.0673165	-0.0648512	-0.0623742
-0.0598856	-0.0573859	-0.0548753
-0.0523545	-0.0498238	-0.0472836
-0.0447343	-0.042176	-0.0396091
-0.0370337	-0.0344499	-0.0318582
-0.0292589	-0.0266525	-0.0240395
-0.0214202	-0.018795	-0.016164
-0.0135276	-0.0108858	-0.00823891
-0.00558725	-0.00293121	-0.000271235
0.00239224	0.00505882	0.0077282
0.0104001	0.0130745	0.015751
0.0184295	0.0211097	0.0237911
0.0264734	0.0291562	0.0318389
0.0345214	0.0372035	0.0398849
0.0425655	0.045245	0.0479231
0.0505996	0.0532739	0.0559456
0.0586145	0.0612802	0.0639425
0.0666012	0.0692562	0.0719072
0.074554	0.0771963	0.0798335
0.0824654	0.0850916	0.0877118
0.0903258	0.0929335	0.0955347
0.0981292	0.100717	0.103297
0.10587	0.108434	0.11099
0.113538	0.116077	0.118607
0.121127	0.123639	0.126141
0.128633	0.131115	0.133587
0.136047	0.138497	0.140935
0.143363	0.145778	0.148182
0.150574	0.152954	0.155321
0.157676	0.160017	0.162345
0.16466	0.166961	0.169248
0.171522	0.173782	0.176027
0.178257	0.180473	0.182673
0.184859	0.187028	0.189182
0.191321	0.193443	0.19555
0.19764	0.199714	0.201771
0.20381	0.205833	0.207839
0.209827	0.211797	0.21375
0.215685	0.217602	0.219501
0.221382	0.223244	0.225087
0.226911	0.228716	0.230502
0.232269	0.234017	0.235745
0.237454	0.239142	0.240811
0.242459	0.244087	0.245695
0.247282	0.248849	0.250396
0.251921	0.253426	0.254909
0.256372	0.257812	0.259232
0.26063	0.262006	0.263361
0.264694	0.266006	0.267295
0.268562	0.269808	0.27103
0.272231	0.273409	0.274564
0.275697	0.276808	0.277896
0.278961	0.280004	0.281023
0.282019	0.282992	0.283942
0.28487	0.285773	0.286654
0.287512	0.288346	0.289157
0.289944	0.290707	0.291447
0.292164	0.292857	0.293526
0.294172	0.294794	0.295392
0.295967	0.296518	0.297044
0.297547	0.298027	0.298482
0.298913	0.299321	0.299705
0.300065	0.300401	0.300713
0.301001	0.301265	0.301505
0.301721	0.301913	0.302082
0.302227	0.302348	0.302445
0.302518	0.302567	0.302592
0.302593	0.302571	0.302525
0.302455	0.302362	0.302245
0.302104	0.30194	0.301752
0.30154	0.301305	0.301046
0.300764	0.300459	0.300131
0.299779	0.299404	0.299005
0.298584	0.298139	0.297671
0.297181	0.296667	0.296131
0.295572	0.29499	0.294385
0.293758	0.293108	0.292436
0.291741	0.291024	0.290285
0.289523	0.28874	0.287934
0.287107	0.286257	0.285386
0.284493	0.283578	0.282642
0.281685	0.280706	0.279705
0.278684	0.277642	0.276578
0.275494	0.274388	0.273262
0.272116	0.270948	0.269761
0.268553	0.267325	0.266077
0.264809	0.263521	0.262213
0.260885	0.259538	0.258172
0.256786	0.255381	0.253956
0.252513	0.251051	0.24957
0.248071	0.246553	0.245016
0.243461	0.241888	0.240297
0.238689	0.237062	0.235418
0.233756	0.232077	0.23038
0.228666	0.226936	0.225188
0.223424	0.221643	0.219846
0.218032	0.216202	0.214356
0.212494	0.210616	0.208723
0.206814	0.204889	0.20295
0.200995	0.199026	0.197041
0.195042	0.193028	0.191001
0.188958	0.186902	0.184832
0.182748	0.18065	0.178539
0.176414	0.174277	0.172126
0.169962	0.167786	0.165597
0.163395	0.161182	0.158956
0.156718	0.154468	0.152207
0.149934	0.14765	0.145354
0.143048	0.14073	0.138402
0.136064	0.133714	0.131355
0.128986	0.126606	0.124217
0.121818	0.11941	0.116992
0.114565	0.112129	0.109684
0.107231	0.104769	0.102299
0.0998206	0.0973341	0.0948398
0.0923377	0.089828	0.087311
0.0847867	0.0822554	0.0797172
0.0771723	0.0746208	0.0720628
0.0694986	0.0669282	0.0643519
0.0617698	0.0591822	0.0565891
0.0539908	0.0513873	0.0487789
0.0461656	0.0435476	0.0409251
0.0382983	0.0356674	0.0330325
0.0303938	0.0277515	0.0251057
0.0224565	0.019804	0.0171485
0.0144901	0.011829	0.00916531
0.00649933	0.00383117	0.00116097
-0.00151114	-0.00418503	-0.00686056
-0.00953757	-0.0122159	-0.0148953
-0.0175757	-0.0202568	-0.0229385
-0.0256207	-0.0283031	-0.0309858
-0.0336686	-0.0363513	-0.0390337
-0.0417157	-0.044397	-0.0470775
-0.0497571	-0.0524355	-0.0551128
-0.0577886	-0.060463	-0.0631358
-0.0658068	-0.0684759	-0.0711427
-0.0738072	-0.0764692	-0.0791285
-0.0817852	-0.084439	-0.0870898
-0.0897376	-0.092382	-0.095023
-0.0976603	-0.100294	-0.102923
-0.105549	-0.10817	-0.110787
-0.113399	-0.116007	-0.11861
-0.121208	-0.123802	-0.126389
-0.128972	-0.131549	-0.13412
-0.136686	-0.139246	-0.141799
-0.144347	-0.146889	-0.149424
-0.151952	-0.154473	-0.156988
-0.159495	-0.161996	-0.164489
-0.166976	-0.169454	-0.171925
-0.174388	-0.176844	-0.179291
-0.18173	-0.18416	-0.186583
-0.188997	-0.191402	-0.193799
-0.196187	-0.198565	-0.200935
-0.203295	-0.205645	-0.207987
-0.210318	-0.21264	-0.214952
-0.217255	-0.219547	-0.221829
-0.224101	-0.226362	-0.228612
-0.230852	-0.233081	-0.235299
-0.237507	-0.239703	-0.241889
-0.244063	-0.246225	-0.248376
-0.250515	-0.252642	-0.254758
-0.256862	-0.258953	-0.261033
-0.263101	-0.265156	-0.267199
-0.269228	-0.271246	-0.27325
-0.275242	-0.277221	-0.279187
-0.28114	-0.28308	-0.285007
-0.28692	-0.288819	-0.290705
-0.292577	-0.294436	-0.296281
-0.298112	-0.299929	-0.301732
-0.303521	-0.305296	-0.307056
-0.308802	-0.310533	-0.31225
-0.313952	-0.31564	-0.317313
-0.318971	-0.320614	-0.322242
-0.323855	-0.325453	-0.327035
-0.328602	-0.330154	-0.331691
-0.333212	-0.334718	-0.336208
-0.337682	-0.339141	-0.340583
-0.34201	-0.343421	-0.344816
-0.346195	-0.347558	-0.348905
-0.350235	-0.35155	-0.352847
-0.354128	-0.355393	-0.356642
-0.357874	-0.359089	-0.360288
-0.361471	-0.362636	-0.363785
-0.364917	-0.366031	-0.367129
-0.36821	-0.369274	-0.370321
-0.371351	-0.372364	-0.37336
-0.374339	-0.3753	-0.376244
-0.37717	-0.378079	-0.378971
-0.379846	-0.380703	-0.381543
-0.382366	-0.38317	-0.383957
-0.384727	-0.385478	-0.386212
-0.386929	-0.387628	-0.38831
-0.388974	-0.38962	-0.390248
-0.390858	-0.39145	-0.392024
-0.392581	-0.39312	-0.393641
-0.394145	-0.39463	-0.395098
-0.395547	-0.395979	-0.396392
-0.396787	-0.397165	-0.397524
-0.397866	-0.39819	-0.398497
-0.398785	-0.399054	-0.399306
-0.399539	-0.399755	-0.399952
-0.400132	-0.400294	-0.400438
-0.400564	-0.400672	-0.400762
-0.400834	-0.400887	-0.400923
-0.400941	-0.400941	-0.400923
-0.400887	-0.400834	-0.400763
-0.400673	-0.400565	-0.400439
-0.400296	-0.400135	-0.399956
-0.399759	-0.399545	-0.399314
-0.399064	-0.398796	-0.398511
-0.398207	-0.397886	-0.397547
-0.397191	-0.396818	-0.396427
-0.396019	-0.395593	-0.395149
-0.394688	-0.394209	-0.393713
-0.393199	-0.392668	-0.392121
-0.391556	-0.390974	-0.390374
-0.389758	-0.389123	-0.388472
-0.387803	-0.387118	-0.386416
-0.385697	-0.384961	-0.384209
-0.38344	-0.382653	-0.38185
-0.381029	-0.380192	-0.379339
-0.378469	-0.377583	-0.376681
-0.375762	-0.374826	-0.373875
-0.372906	-0.371921	-0.37092
-0.369903	-0.36887	-0.367821
-0.366757	-0.365677	-0.36458
-0.363468	-0.362339	-0.361195
-0.360034	-0.358859	-0.357668
-0.356462	-0.355241	-0.354004
-0.352752	-0.351484	-0.350201
-0.348902	-0.347589	-0.34626
-0.344917	-0.343559	-0.342187
-0.3408	-0.339398	-0.337981
-0.336549	-0.335103	-0.333642
-0.332167	-0.330678	-0.329175
-0.327658	-0.326127	-0.324581
-0.323022	-0.321448	-0.31986
-0.318259	-0.316644	-0.315015
-0.313374	-0.311719	-0.310051
-0.308369	-0.306674	-0.304965
-0.303243	-0.301508	-0.29976
-0.298	-0.296227	-0.294442
-0.292644	-0.290834	-0.28901
-0.287174	-0.285325	-0.283464
-0.281591	-0.279707	-0.27781
-0.275902	-0.273983	-0.272051
-0.270107	-0.268151	-0.266184
-0.264205	-0.262215	-0.260214
-0.258202	-0.25618	-0.254146
-0.252101	-0.250046	-0.247978
-0.245901	-0.243812	-0.241713
-0.239604	-0.237486	-0.235357
-0.233218	-0.231069	-0.228909
-0.22674	-0.22456	-0.22237
-0.220171	-0.217964	-0.215746
-0.21352	-0.211285	-0.20904
-0.206786	-0.204522	-0.20225
-0.199968	-0.197678	-0.19538
-0.193074	-0.190759	-0.188436
-0.186105	-0.183765	-0.181417
-0.17906	-0.176695	-0.174323
-0.171944	-0.169558	-0.167164
-0.164763	-0.162354	-0.159938
-0.157514	-0.155083	-0.152645
-0.150201	-0.14775	-0.145292
-0.142829	-0.140359	-0.137883
-0.1354	-0.13291	-0.130414
-0.127911	-0.125404	-0.122891
-0.120372	-0.117849	-0.11532
-0.112785	-0.110244	-0.107698
-0.105146	-0.10259	-0.100028
-0.0974629	-0.094893	-0.0923188
-0.0897401	-0.0871567	-0.0845685
-0.0819755	-0.0793781	-0.0767766
-0.0741715	-0.0715631	-0.0689514
-0.0663364	-0.0637178	-0.0610954
-0.0584692	-0.0558392	-0.0532058
-0.0505692	-0.04793	-0.0452885
-0.0426446	-0.0399985	-0.0373497
-0.0346982	-0.0320437	-0.0293864
-0.0267266	-0.0240647	-0.0214012
